N	depth	rgb	gt
2626	1311878333.874727	1311878332.409788	1311878333.875200
2627	1311878333.907660	1311878332.476498	1311878333.908300
2628	1311878333.945761	1311878332.540969	1311878333.945000
2629	1311878334.012940	1311878332.608456	1311878334.011700
2630	1311878334.077596	1311878332.677348	1311878334.078200
2631	1311878334.145155	1311878332.741087	1311878334.144900
2632	1311878334.208584	1311878332.808046	1311878334.208100
2633	1311878334.245401	1311878332.877398	1311878334.245100
2634	1311878334.308883	1311878332.939683	1311878334.308100
2635	1311878334.341780	1311878333.006161	1311878334.341700
2636	1311878334.373900	1311878333.077254	1311878334.375000
2637	1311878334.478102	1311878333.106735	1311878334.478300
2638	1311878334.545040	1311878333.138022	1311878334.545000
2639	1311878334.611931	1311878333.174037	1311878334.611500
2640	1311878334.675140	1311878333.206094	1311878334.674900
2641	1311878334.742556	1311878333.276757	1311878334.741600
2642	1311878334.776206	1311878333.343080	1311878334.774900
2643	1311878334.810394	1311878333.407418	1311878334.811600
2644	1311878334.841718	1311878333.444348	1311878334.841600
2645	1311878334.944493	1311878333.507794	1311878334.944900
2646	1311878334.974852	1311878333.575628	1311878334.975200
2647	1311878335.044845	1311878333.605867	1311878335.044900
2648	1311878335.073940	1311878333.676556	1311878335.074900
2649	1311878335.177406	1311878333.706239	1311878335.178100
2650	1311878335.209788	1311878333.776749	1311878335.208200
2651	1311878335.241942	1311878333.807371	1311878335.245000
2652	1311878335.311445	1311878333.844240	1311878335.311700
2653	1311878335.377644	1311878333.874719	1311878335.378200
2654	1311878335.411673	1311878333.907560	1311878335.411500
2655	1311878335.474723	1311878333.941792	1311878335.474900
2656	1311878335.576502	1311878334.009088	1311878335.578200
2657	1311878335.642072	1311878334.076504	1311878335.641500
2658	1311878335.711846	1311878334.144909	1311878335.711600
2659	1311878335.742702	1311878334.208287	1311878335.741600
2660	1311878335.813198	1311878334.245199	1311878335.814800
2661	1311878335.880371	1311878334.308819	1311878335.881400
2662	1311878335.945632	1311878334.341771	1311878335.944900
2663	1311878335.978365	1311878334.407207	1311878335.978300
2664	1311878336.045445	1311878334.476378	1311878336.044900
2665	1311878336.078071	1311878334.545029	1311878336.078100
2666	1311878336.182248	1311878334.574974	1311878336.181500
2667	1311878336.211433	1311878334.645133	1311878336.211500
2668	1311878336.313800	1311878334.713532	1311878336.314800
2669	1311878336.342063	1311878334.776096	1311878336.341500
2670	1311878336.410835	1311878334.810186	1311878336.411600
2671	1311878336.478918	1311878334.876356	1311878336.478300
2672	1311878336.542117	1311878334.944484	1311878336.541500
2673	1311878336.642581	1311878334.974844	1311878336.641500
2674	1311878336.712449	1311878335.044541	1311878336.711500
2675	1311878336.742391	1311878335.112993	1311878336.741600
2676	1311878336.778192	1311878335.177032	1311878336.778200
2677	1311878336.810412	1311878335.209908	1311878336.811600
2678	1311878336.878225	1311878335.277379	1311878336.878100
2679	1311878336.946034	1311878335.311345	1311878336.945100
2680	1311878337.011141	1311878335.377625	1311878337.011600
2681	1311878337.082082	1311878335.445534	1311878337.081400
2682	1311878337.109936	1311878335.474624	1311878337.111400
2683	1311878337.181685	1311878335.510098	1311878337.181400
2684	1311878337.248390	1311878335.577021	1311878337.248200
2685	1311878337.278486	1311878335.641885	1311878337.278200
2686	1311878337.345819	1311878335.711817	1311878337.344700
2687	1311878337.413625	1311878335.742551	1311878337.414900
2688	1311878337.480764	1311878335.813144	1311878337.481300
2689	1311878337.509964	1311878335.880359	1311878337.508400
2690	1311878337.549389	1311878335.945298	1311878337.548200
2691	1311878337.612900	1311878335.978674	1311878337.611400
2692	1311878337.647160	1311878336.045401	1311878337.648100
2693	1311878337.747257	1311878336.112741	1311878337.748100
2694	1311878337.811487	1311878336.182239	1311878337.811600
2695	1311878337.878634	1311878336.245887	1311878337.878300
2696	1311878337.909880	1311878336.313793	1311878337.911400
2697	1311878337.978883	1311878336.379515	1311878337.978400
2698	1311878338.011937	1311878336.444718	1311878338.011300
2699	1311878338.078984	1311878336.513492	1311878338.078000
2700	1311878338.112313	1311878336.581824	1311878338.111500
2701	1311878338.179203	1311878336.642454	1311878338.178300
2702	1311878338.282326	1311878336.712216	1311878338.281400
2703	1311878338.319486	1311878336.742361	1311878338.318000
2704	1311878338.349292	1311878336.778184	1311878338.348000
2705	1311878338.378576	1311878336.845180	1311878338.378200
2706	1311878338.452673	1311878336.913361	1311878338.451300
2707	1311878338.480179	1311878336.981831	1311878338.481600
2708	1311878338.582903	1311878337.048102	1311878338.581500
2709	1311878338.646674	1311878337.078151	1311878338.648200
2710	1311878338.678410	1311878337.109927	1311878338.678300
2711	1311878338.714163	1311878337.181674	1311878338.714700
2712	1311878338.746188	1311878337.248182	1311878338.744800
2713	1311878338.815830	1311878337.313524	1311878338.814900
2714	1311878338.878783	1311878337.345814	1311878338.878300
2715	1311878338.949710	1311878337.413506	1311878338.948200
2716	1311878338.978050	1311878337.480764	1311878338.978300
2717	1311878339.082774	1311878337.509962	1311878339.081400
2718	1311878339.153643	1311878337.549367	1311878339.154600
2719	1311878339.247705	1311878337.612882	1311878339.247900
2720	1311878339.349140	1311878337.678208	1311878339.348000
2721	1311878339.381907	1311878337.711003	1311878339.381400
2722	1311878339.486280	1311878337.782105	1311878339.484900
2723	1311878339.514791	1311878337.848533	1311878339.514600
2724	1311878339.616654	1311878337.878553	1311878339.617900
2725	1311878339.682802	1311878337.949675	1311878339.681500
2726	1311878339.748278	1311878338.011885	1311878339.748100
2727	1311878339.783988	1311878338.078662	1311878339.784700
2728	1311878339.848844	1311878338.148305	1311878339.848000
2729	1311878339.916280	1311878338.216707	1311878339.914800
2730	1311878340.018378	1311878338.282305	1311878340.018300
2731	1311878340.088300	1311878338.314443	1311878340.088100
2732	1311878340.148457	1311878338.349277	1311878340.148100
2733	1311878340.217165	1311878338.378539	1311878340.218100
2734	1311878340.247602	1311878338.450122	1311878340.248200
2735	1311878340.348604	1311878338.518587	1311878340.348000
2736	1311878340.381779	1311878338.582611	1311878340.381400
2737	1311878340.484494	1311878338.646406	1311878340.484800
2738	1311878340.585438	1311878338.678544	1311878340.584800
2739	1311878340.615959	1311878338.714149	1311878340.614600
2740	1311878340.685091	1311878338.781096	1311878340.684800
2741	1311878340.751095	1311878338.849768	1311878340.751300
2742	1311878340.781504	1311878338.915972	1311878340.781400
2743	1311878340.852015	1311878338.949670	1311878340.851400
2744	1311878340.882434	1311878339.017862	1311878340.881500
2745	1311878340.913940	1311878339.081057	1311878340.914500
2746	1311878340.982747	1311878339.149167	1311878340.981400
2747	1311878341.084039	1311878339.215999	1311878341.084600
2748	1311878341.114781	1311878339.281469	1311878341.114600
2749	1311878341.216143	1311878339.349123	1311878341.214500
2750	1311878341.284813	1311878339.413666	1311878341.284700
2751	1311878341.415278	1311878339.485873	1311878341.414700
2752	1311878341.481517	1311878339.548377	1311878341.481400
2753	1311878341.513541	1311878339.616630	1311878341.514700
2754	1311878341.615467	1311878339.682783	1311878341.614700
2755	1311878341.684520	1311878339.748252	1311878341.684700
2756	1311878341.754056	1311878339.783980	1311878341.754500
2757	1311878341.816562	1311878339.848796	1311878341.818000
2758	1311878341.849271	1311878339.881321	1311878341.848800
2759	1311878341.921177	1311878339.948800	1311878341.921400
2760	1311878341.984863	1311878340.017171	1311878341.984500
2761	1311878342.018226	1311878340.084090	1311878342.018000
2762	1311878342.087405	1311878340.148432	1311878342.087900
2763	1311878342.118022	1311878340.217136	1311878342.118100
2764	1311878342.181373	1311878340.284559	1311878342.181400
2765	1311878342.250384	1311878340.348348	1311878342.251400
2766	1311878342.352176	1311878340.417722	1311878342.351300
2767	1311878342.381977	1311878340.446455	1311878342.381400
2768	1311878342.450068	1311878340.516719	1311878342.451500
2769	1311878342.520037	1311878340.585365	1311878342.521200
2770	1311878342.584658	1311878340.615950	1311878342.584700
2771	1311878342.654119	1311878340.650291	1311878342.654500
2772	1311878342.682057	1311878340.716997	1311878342.681300
2773	1311878342.721954	1311878340.751085	1311878342.721400
2774	1311878342.783673	1311878340.781496	1311878342.784600
2775	1311878342.819252	1311878340.852005	1311878342.818200
2776	1311878342.884851	1311878340.882262	1311878342.884700
2777	1311878342.918654	1311878340.952474	1311878342.918100
2778	1311878342.949430	1311878341.014685	1311878342.948100
2779	1311878342.982961	1311878341.084024	1311878342.984600
2780	1311878343.052149	1311878341.152248	1311878343.051300
2781	1311878343.081776	1311878341.216076	1311878343.081400
2782	1311878343.118738	1311878341.284573	1311878343.117900
2783	1311878343.149359	1311878341.350753	1311878343.148100
2784	1311878343.187398	1311878341.414857	1311878343.188000
2785	1311878343.250616	1311878341.481508	1311878343.251300
2786	1311878343.288006	1311878341.550257	1311878343.287900
2787	1311878343.352373	1311878341.615453	1311878343.351400
2788	1311878343.420046	1311878341.683829	1311878343.421300
2789	1311878343.449551	1311878341.752315	1311878343.448000
2790	1311878343.517452	1311878341.816517	1311878343.518000
2791	1311878343.552416	1311878341.883757	1311878343.551400
2792	1311878343.586143	1311878341.920624	1311878343.584700
2793	1311878343.617276	1311878341.987546	1311878343.618000
2794	1311878343.688159	1311878342.017500	1311878343.688100
2795	1311878343.752079	1311878342.084032	1311878343.751300
2796	1311878343.820440	1311878342.151587	1311878343.821300
2797	1311878343.851022	1311878342.225224	1311878343.851100
2798	1311878343.918581	1311878342.283667	1311878343.918000
2799	1311878343.949111	1311878342.352156	1311878343.948000
2800	1311878343.987781	1311878342.419490	1311878343.988000
2801	1311878344.017707	1311878342.484008	1311878344.017900
2802	1311878344.087412	1311878342.552531	1311878344.087900
2803	1311878344.152025	1311878342.620167	1311878344.151300
2804	1311878344.217471	1311878342.654101	1311878344.217900
2805	1311878344.319316	1311878342.719534	1311878344.317900
2806	1311878344.352918	1311878342.789951	1311878344.351400
2807	1311878344.417555	1311878342.852311	1311878344.417800
2808	1311878344.555437	1311878342.884820	1311878344.554400
2809	1311878344.655071	1311878342.918620	1311878344.654600
2810	1311878344.755014	1311878342.949418	1311878344.754500
2811	1311878344.785178	1311878342.982671	1311878344.784600
2812	1311878344.852725	1311878343.052149	1311878344.851100
2813	1311878344.956931	1311878343.081770	1311878344.957700
2814	1311878344.985067	1311878343.118618	1311878344.984500
2815	1311878345.016935	1311878343.149352	1311878345.018000
2816	1311878345.086833	1311878343.220413	1311878345.087900
2817	1311878345.152824	1311878343.287903	1311878345.151300
2818	1311878345.218372	1311878343.352358	1311878345.217800
2819	1311878345.286813	1311878343.420020	1311878345.287800
2820	1311878345.355004	1311878343.488768	1311878345.354500
2821	1311878345.419008	1311878343.517434	1311878345.417900
2822	1311878345.487178	1311878343.552241	1311878345.488000
2823	1311878345.517253	1311878343.586131	1311878345.517900
2824	1311878345.587131	1311878343.652473	1311878345.587900
2825	1311878345.655720	1311878343.688152	1311878345.654400
2826	1311878345.685645	1311878343.752064	1311878345.684700
2827	1311878345.753458	1311878343.820388	1311878345.754300
2828	1311878345.788325	1311878343.885557	1311878345.787800
2829	1311878345.824707	1311878343.918570	1311878345.824500
2830	1311878345.857095	1311878343.949091	1311878345.858100
2831	1311878345.886487	1311878343.987759	1311878345.887700
2832	1311878345.953664	1311878344.049223	1311878345.954500
2833	1311878346.055764	1311878344.119388	1311878346.054600
2834	1311878346.123546	1311878344.187594	1311878346.124600
2835	1311878346.187604	1311878344.251729	1311878346.188100
2836	1311878346.254066	1311878344.319251	1311878346.254600
2837	1311878346.354783	1311878344.387022	1311878346.354500
2838	1311878346.385203	1311878344.455590	1311878346.384600
2839	1311878346.453462	1311878344.555414	1311878346.454500
2840	1311878346.487596	1311878344.655047	1311878346.487800
2841	1311878346.553218	1311878344.754977	1311878346.554600
2842	1311878346.655621	1311878344.819405	1311878346.654500
2843	1311878346.685675	1311878344.886590	1311878346.684500
2844	1311878346.724017	1311878344.952981	1311878346.724500
2845	1311878346.785353	1311878344.984869	1311878346.784600
2846	1311878346.856007	1311878345.016926	1311878346.857700
2847	1311878346.923349	1311878345.086829	1311878346.924400
2848	1311878346.953588	1311878345.152756	1311878346.954600
2849	1311878347.053489	1311878345.222460	1311878347.054500
2850	1311878347.157172	1311878345.286666	1311878347.157800
2851	1311878347.190277	1311878345.354724	1311878347.191100
2852	1311878347.292879	1311878345.418796	1311878347.294400
2853	1311878347.322619	1311878345.486704	1311878347.324200
2854	1311878347.391725	1311878345.517209	1311878347.391100
2855	1311878347.491924	1311878345.586884	1311878347.491000
2856	1311878347.524118	1311878345.655709	1311878347.524400
2857	1311878347.592376	1311878345.685548	1311878347.591100
2858	1311878347.655024	1311878345.753440	1311878347.654400
2859	1311878347.689573	1311878345.785296	1311878347.691200
2860	1311878347.756654	1311878345.822795	1311878347.757800
2861	1311878347.791990	1311878345.855031	1311878347.791000
2862	1311878347.858303	1311878345.922525	1311878347.857800
2863	1311878347.925035	1311878345.985649	1311878347.924400
2864	1311878347.991312	1311878346.055690	1311878347.991000
2865	1311878348.061157	1311878346.123541	1311878348.061000
2866	1311878348.124674	1311878346.223405	1311878348.124400
2867	1311878348.225008	1311878346.285148	1311878348.224500
2868	1311878348.257510	1311878346.354765	1311878348.257800
2869	1311878348.323407	1311878346.423955	1311878348.324500
2870	1311878348.424334	1311878346.453456	1311878348.424500
2871	1311878348.523552	1311878346.523605	1311878348.524400
2872	1311878348.658669	1311878346.586605	1311878348.657700
2873	1311878348.723589	1311878346.655591	1311878348.724200
2874	1311878348.789273	1311878346.685493	1311878348.787700
2875	1311878348.859321	1311878346.755743	1311878348.857700
2876	1311878348.889950	1311878346.824342	1311878348.890900
2877	1311878348.924424	1311878346.855995	1311878348.924300
2878	1311878348.957397	1311878346.923327	1311878348.957800
2879	1311878348.989753	1311878346.993056	1311878348.991200
2880	1311878349.023767	1311878347.089500	1311878349.024300
2881	1311878349.058176	1311878347.155208	1311878349.057800
2882	1311878349.091847	1311878347.224729	1311878349.091100
2883	1311878349.127042	1311878347.292864	1311878349.127800
2884	1311878349.157624	1311878347.322574	1311878349.157800
2885	1311878349.227440	1311878347.423006	1311878349.227600
2886	1311878349.259124	1311878347.491901	1311878349.257500
2887	1311878349.327132	1311878347.556767	1311878349.327900
2888	1311878349.390109	1311878347.592363	1311878349.391000
2889	1311878349.457680	1311878347.654982	1311878349.457700
